,key,translations,count
1211,pleur,悲伤,5
1212,couloir,走廊,5
1213,baisser,降低,5
1214,frisson,颤抖,5
1215,élément,元素,5
1216,bizarre,奇异的,5
1217,juin,六月,5
1218,bée,无言以对,5
1219,avaler,吞,5
1220,pose,姿势,5
1221,remontrance,谏,5
1222,date,日期,5
1223,circuit,电路,5
1224,soulever,增加,5
1225,taper,锥度,5
1226,circonstance,环境,5
1227,interroger,问题,5
1228,logique,逻辑,5
1229,vanter,吹牛,5
1230,tromper,欺骗,5
1231,définitive,确定的,5
1232,reconnaissance,侦察,5
1233,accomplir,完成,5
1234,grandir,成长,5
1235,outre,除了,5
1236,puissance,力量,5
1237,silence,安静,5
1238,préoccuper,担心,5
1239,soi,所以我,5
1240,poignet,手腕,5
1241,mériter,应得,5
1242,célibataire,单身的,5
1243,nettoyer,清洁,5
1244,proposition,主张,5
1245,avance,进步,5
1246,épaule,肩膀,5
1247,incapable,无法,5
1248,quant,定量,5
1249,hypothèse,假设,5
1250,soin,关心,5
1251,riz,里兹,5
1252,goût,品尝,5
1253,souhaiter,希望,5
1254,justice,正义,5
1255,absent,缺席的,5
1256,souffrance,痛苦,5
1257,rhume,普通感冒,5
1258,malheur,不幸,5
1259,naturel,自然的,5
1260,maquiller,化妆品,5
1261,thé,这,5
1262,corvée,杂务,5
1263,rond,圆形的,5
1264,agresser,突击,5
1265,fête,宴请,5
1266,rougir,脸红,5
1267,cesser,停止,5
1268,vague,模糊的,5
1269,procès,审判,5
1270,brique,砖,5
1271,subir,提升,5
1272,atteindre,抵达,5
1273,seconde,第二,5
1274,sol,溶胶,5
1275,minuit,午夜,5
1276,rivière,河,5
1277,boisson,饮料,5
1278,quantité,数量,5
1279,amoureux,情人,5
1280,placer,砂矿,5
1281,remarier,再婚,5
1282,vomir,呕吐,5
1283,rideau,里多,5
1284,incliner,倾斜,5
1285,foyer,门厅,5
1286,marque,品牌,5
1287,escalier,楼梯,5
1288,adolescence,青春期,5
1289,ressortir,脱颖而出,5
1290,propreté,清洁度,5
1291,frotter,擦,5
1292,sale,销售,5
1293,monaka,摩纳哥,5
1294,sachet,香囊,5
1295,envier,嫉妒,5
1296,action,行动,5
1297,consulter,咨询,5
1298,ongle,指甲,5
1299,odeur,闻,5
1300,saleté,污垢,5
1301,carapace,甲壳,5
1302,boulette,颗粒,5
1303,suffisant,充足的,5
1304,gueule,嘴,5
1305,secouer,摇,5
1306,cul,文化,5
1307,pays,支付,5
1308,n,n,5
1309,fini,结束,4
1310,départemental,部门的,4
1311,grimace,鬼脸,4
1312,solide,坚硬的,4
1313,transmission,传播,4
1314,sexuel,性的,4
1315,prétendre,假装,4
1316,différent,不同的,4
1317,définitivement,确实,4
1318,5,5,4
1319,bachot,巴乔特,4
1320,obligatoire,强制性的,4
1321,repos,回购协议,4
1322,emploi,工作,4
1323,désir,欲望,4
1324,présente,展示,4
1325,défi,挑战,4
1326,pratique,实际的,4
1327,mode,模式,4
1328,renvoyer,退还,4
1329,chaud,热的,4
1330,aborder,降落,4
1331,dame,贵妇人,4
1332,sacerdoce,祭司职分,4
1333,enthousiasme,热情,4
1334,supplier,供应商,4
1335,surnom,昵称,4
1336,modèle,模型,4
1337,relation,关系,4
1338,intervenir,介入,4
1339,repartir,分发,4
1340,excuser,借口,4
1341,dérouler,展开,4
1342,ordinaire,普通的,4
1343,sieur,先生,4
1344,urgence,紧急情况,4
1345,légal,合法的,4
1346,conseiller,建议,4
1347,recommander,推荐,4
1348,reprocher,责备,4
1349,abandonner,放弃,4
1350,suicide,自杀,4
1351,profond,深的,4
1352,mariage,婚姻,4
1353,coucher,睡觉,4
1354,curieux,好奇的,4
1355,partager,分享,4
1356,couvert,覆盖,4
1357,animal,动物,4
1358,bisou,吻,4
1359,refaire,重做,4
1360,étranger,陌生人,4
1361,condition,状况,4
1362,sordide,肮脏的,4
1363,infini,无穷,4
1364,commun,共同的,4
1365,reporter,记者,4
1366,jusque,直到,4
1367,midi,迷笛,4
1368,16,16,4
1369,échanger,交换,4
1370,énergie,活力,4
1371,saint-valentin,情人节,4
1372,course,课程,4
1373,relever,增加,4
1374,éloigner,消除,4
1375,triste,伤心,4
1376,emmener,带走,4
1377,Hoshino,星野,4
1378,hiver,冬天,4
1379,chaîne,链,4
1380,noyade,溺水,4
1381,déchirer,撕裂,4
1382,grille,格栅,4
1383,correspondre,匹配,4
1384,nourrir,喂养,4
1385,lorsqu’,什么时候,4
1386,alcool,酒精,4
1387,exact,精确的,4
1388,oncle,叔叔,4
1389,revanche,复仇,4
1390,criminelle,刑事,4
1391,divers,潜水员,4
1392,blog,博客,4
1393,lunatique,喜怒无常,4
1394,folie,疯狂,4
1395,bah,呸,4
1396,mental,精神的,4
1397,punir,为了惩罚,4
1398,contraindre,约束,4
1399,voisinage,邻里,4
1400,portée,范围,4
1401,gymnase,健身房,4
1402,excuse,借口,4
1403,personnage,特点,4
1404,regret,后悔,4
1405,texte,文本,4
1406,article,文章,4
1407,sous-vêtement,内衣,4
1408,jardin,花园,4
1409,chat,聊天,4
1410,fur,毛皮,4
1411,docteur,医生,4
1412,manga,漫画,4
1413,langue,语言,4
1414,fatigue,疲劳,4
1415,beauté,美丽,4
1416,persuader,说服,4
1417,apposer,词缀,4
1418,marquer,标记,4
1419,prénom,名,4
1420,améliorer,提升,4
1421,conclusion,结论,4
1422,révéler,揭示,4
1423,catégorie,类别,4
1424,dépendre,依靠,4
1425,raisonnement,推理,4
1426,satisfaire,满足,4
1427,jugement,判断,4
1428,admirer,爱慕者,4
1429,élite,精英,4
1430,autorité,权威,4
1431,banal,平庸的,4
1432,jalousie,妒忌,4
1433,d,d,4
1434,jusque-là,直到那里,4
1435,viser,节目,4
1436,cependant,然而,4
1437,savon,萨翁,4
1438,désagréable,不愉快,4
1439,blesser,伤害,4
1440,pétard,花火,4
1441,paniquer,恐慌,4
1442,nombre,姓名,4
1443,février,二月,4
1444,repousser,击退,4
1445,information,信息,4
1446,joli,漂亮的,4
1447,bonjour,你好,4
1448,murmurer,耳语,4
1449,succès,成功,4
1450,filer,文件管理器,4
1451,réflexion,反射,4
1452,tension,紧张,4
1453,jus,正义,4
1454,mouiller,湿的,4
1455,enfuir,逃脱,4
1456,sujet,主题,4
1457,prélever,拿,4
1458,sage,智者,4
1459,Yūko,优子,4
1460,littéraire,文学的,4
1461,attribuer,分配,4
1462,Yoshiki,芳树,4
1463,étudiant,学生,4
1464,cachette,藏身之地,4
1465,soulager,缓解,4
1466,neuf,九,4
1467,particulièrement,特别,4
1468,égarer,误导,4
1469,refermer,关闭,4
1470,explication,解释,4
1471,pitié,遗憾,4
1472,méprendre,带我去,4
1473,avis,安飞士,4
1474,clairement,清楚地,4
1475,réagir,反应,4
1476,front,正面,4
1477,acquiescer,默许,4
1478,vendredi,星期五,4
1479,inviter,邀请,4
1480,Tokyo,东京,4
1481,cherche,寻找,4
1482,nommer,数字,4
1483,familial,家族的,4
1484,franchir,叉,4
1485,soleil,太阳,4
1486,ligne,利涅,4
1487,étonnant,惊人的,4
1488,merde,拉屎,4
1489,poitrine,胸部,4
1490,souiller,玷污,4
1491,tueur,杀手,4
1492,gorge,峡谷,4
1493,gras,格拉斯,4
1494,enlever,去除,4
1495,douche,冲洗,4
1496,dîner,晚餐,4
1497,auparavant,之前,4
1498,courrier,邮件,4
1499,douleur,疼痛,4
1500,haïr,恨,4
1501,ciseau,凿,4
1502,écarter,解雇,4
1503,ressembler,看起来像,4
1504,repasser,铁,4
1505,guise,伪装,4
1506,sonnerie,警报,4
1507,faillir,失败,4
1508,refus,拒绝,4
1509,domicile,住所,4
1510,insupportable,无法忍受的,4
1511,félicitation,恭喜,4
1512,statut,地位,4
1513,rejeter,解雇,4
1514,verser,倒,4
1515,relâcher,释放,4
1516,rejoindre,加入,4
1517,pâtisserie,糕点店,4
1518,acquérir,获得,4
1519,gare,车站,4
1520,serviette,毛巾,4
1521,vaisselle,菜肴,4
1522,endormir,睡着,4
1523,déjeuner,午餐,4
1524,oreiller,枕头,4
1525,résonner,谐振,4
1526,champ,冠军,4
1527,raser,比赛,4
1528,zéro,零,4
1529,dedans,里面,4
1530,suicider,自杀,4
1531,exprès,故意,4
1532,lier,利尔,4
1533,supprimer,删除,4
1534,poil,头发,4
1535,pote,带来,4
1536,lâcher,松手,4
1537,vachement,真的,4
1538,accroupir,蹲伏,4
1539,jambe,腿,4
1540,échouer,失败,4
1541,pupitre,桌子,4
1542,réunir,团聚,4
1543,mobile,移动的,4
1544,ordre,命令,4
1545,faculté,学院,4
1546,électroménager,家电,4
1547,lit,点亮,4
1548,entrailles,内脏,4
1549,belle-mère,后妈,4
1550,marchand,马尔尚,4
1551,tourne,转身,4
1552,pardonner,原谅,4
1553,désamorcer,化解,4
1554,désigner,指定,3
1555,distribuer,分发,3
1556,densité,密度,3
1557,commission,委员会,3
1558,destiner,命运,3
1559,t,t,3
1560,contenter,内容,3
1561,humeur,情绪,3
1562,enveloppe,信封,3
1563,semblable,相似的,3
1564,quitte,退出,3
1565,démission,辞职,3
1566,repose,休息,3
1567,bourse,交易所,3
1568,région,地区,3
1569,réviser,修订,3
1570,correctement,正确地,3
1571,traîner,挂出,3
1572,huit,八,3
1573,enseigne,教过的,3
1574,actif,积极的,3
1575,leader,领导者,3
1576,blessure,受伤,3
1577,encontre,反对,3
1578,guerre,战争,3
1579,route,路线,3
1580,cap,帽,3
1581,déborder,溢出,3
1582,parfait,冻糕,3
1583,imposer,强加,3
1584,pur,普尔,3
1585,tutoyer,熟悉一下自己,3
1586,politesse,礼貌,3
1587,exiger,要求,3
1588,gérer,管理,3
1589,perdant,失去,3
1590,inattendu,意外,3
1591,lover,情人,3
1592,hotel,酒店,3
1593,collègue,同事,3
1594,homosexuel,同性恋者,3
1595,confesser,承认,3
1596,trouble,麻烦,3
1597,honneur,荣誉,3
1598,féminin,女性化的,3
1599,remplacer,代替,3
1600,officiellement,正式,3
1601,véritablement,确实,3
1602,consister,组成,3
1603,copain,男朋友,3
1604,résumer,总结一下,3
1605,rang,响,3
1606,craindre,害怕,3
1607,attrape,捕捉,3
1608,poignée,处理,3
1609,taux,速度,3
1610,chiffre,数字,3
1611,réel,真实的,3
1612,spontanément,自发地,3
1613,intérieurement,内部,3
1614,renoncer,放弃,3
1615,naissance,出生,3
1616,rétablir,恢复,3
1617,mercredi,周三,3
1618,dessin,绘画,3
1619,lycéen,高中学生,3
1620,dessiner,画,3
1621,briller,眼镜,3
1622,mignon,牛排,3
1623,Saint-Valentin,情人节,3
1624,achat,购买,3
1625,sec,秒,3
1626,demi-,半-,3
1627,ennuyer,惹恼,3
1628,mlle,错过,3
1629,saison,季节,3
1630,transporter,转运者,3
1631,faim,饥饿,3
1632,interdiction,拦截,3
1633,requérir,要求,3
1634,Deux,二,3
1635,soupçon,怀疑,3
1636,pâle,苍白,3
1637,perpétrer,犯,3
1638,vif,振动频率,3
1639,menace,威胁,3
1640,mouvement,移动,3
1641,dose,剂量,3
1642,poison,毒,3
1643,policier,警官,3
1644,Lune,月形,3
1645,mythologie,神话,3
1646,pseudonyme,笔名,3
1647,effleurer,触碰,3
1648,protection,保护,3
1649,motivation,动机,3
1650,auteur,作者,3
1651,vent,发泄,3
1652,recouvrir,覆盖,3
1653,dévoiler,揭幕,3
1654,péter,彼得,3
1655,hyper,超,3
1656,orgueil,自豪,3
1657,soutien,支持,3
1658,rédaction,写作,3
1659,T,时间,3
1660,vexation,烦恼,3
1661,strict,严格的,3
1662,permission,允许,3
1663,séparation,分离,3
1664,résister,抵抗,3
1665,ramener,带回来,3
1666,batteur,鼓手,3
1667,ménage,家庭,3
1668,balayer,扫,3
1669,examiner,考官,3
1670,100,100,3
1671,c,C,3
1672,achever,结束,3
1673,admiration,钦佩,3
1674,web,网络,3
1675,net,网,3
1676,excellent,出色的,3
1677,matière,事情,3
1678,électricité,电,3
1679,boutique,精品店,3
1680,contenir,包含,3
1681,saisir,输入,3
1682,violent,暴力,3
1683,fâcher,生气的,3
1684,habituel,通常,3
1685,électrocution,电刑,3
1686,sceau,海豹,3
1687,proche,关闭,3
1688,colonne,柱子,3
1689,antivol,防小偷,3
1690,monnaie,现金,3
1691,tampon,卫生棉条,3
1692,solution,解决方案,3
1693,corriger,纠正,3
1694,défaut,默认,3
1695,enfantin,幼稚,3
1696,délivrer,问题,3
1697,chef,厨师,3
1698,“,False,3
1699,”,False,3
1700,satisfaction,满意,3
1701,fiction,小说,3
1702,interview,面试,3
1703,rechercher,研究,3
1704,magazine,杂志,3
1705,célèbre,著名的,3
1706,est-,东方-,3
1707,court,法庭,3
1708,musculation,健美,3
1709,choquer,楔子,3
1710,entraînement,训练,3
1711,percevoir,感知,3
1712,humiliation,屈辱,3
1713,retomber,倒退,3
1714,trou,特鲁,3
1715,replonger,潜回,3
1716,aile,家庭,3
1717,défouler,发泄一下,3
1718,voler,想,3
1719,parier,下注,3
1720,méchant,邪恶,3
1721,poule,鸡,3
1722,règlement,沉降,3
1723,fréquenter,经常,3
1724,marché,走,3
1725,tremblement,震颤,3
1726,dégager,脱离,3
1727,glacial,冰川的,3
1728,normalement,通常情况下,3
1729,chambouler,颠倒过来,3
1730,financier,金融家,3
1731,joueur,玩家,3
1732,erroné,错误的,3
1733,démonter,拆卸,3
1734,absence,缺席,3
1735,cardiaque,心脏的,3
1736,évanouir,头晕的,3
1737,effacer,擦掉,3
1738,sincère,真诚,3
1739,concrètement,具体地,3
1740,gustatif,品尝,3
1741,positif,积极的,3
1742,rue,后悔,3
1743,revue,评论,3
1744,oppresser,压迫者,3
1745,direction,方向,3
1746,enrichir,丰富,3
1747,casser,打破,3
1748,rayon,人造丝,3
1749,exercice,锻炼,3
1750,ranger,护林员,3
1751,mail,邮件,3
1752,Ryōji,亮司,3
1753,habiller,裙子,3
1754,goûter,去尝尝,3
1755,lourdement,重重地,3
1756,surlendemain,两天后,3
1757,lundi,周一,3
1758,augmenter,增加,3
1759,réputation,名声,3
1760,sien,看,3
1761,balayage,平衡,3
1762,placard,标语牌,3
1763,applaudir,鼓掌,3
1764,hebdomadaire,每周,3
1765,suprême,最高,3
1766,meurtrier,凶手,3
1767,cruel,残忍的,3
1768,quell,荡平,3
1769,méthode,方法,3
1770,stress,压力,3
1771,coincer,卡住,3
1772,agiter,摇,3
1773,jaloux,嫉妒的,3
1774,aveu,忏悔,3
1775,aucunement,决不,3
1776,attacher,附,3
1777,debout,常设,3
1778,ruban,丝带,3
1779,plier,弯曲,3
1780,libre,自由,3
1781,baiser,吻,3
1782,uniforme,制服,3
1783,allumer,点亮,3
1784,fruit,水果,3
1785,employer,雇主,3
1786,poubelle,垃圾桶,3
1787,auquel,到哪个,3
1788,embrasser,亲吻,3
1789,chaise,躺椅,3
1790,couvrir,覆盖,3
1791,aménager,安排,3
1792,lanière,带子,3
1793,pulsation,脉动,3
1794,affoler,恐慌,3
1795,clignoter,闪光,3
1796,écoute,听,3
1797,persister,坚持,3
1798,possibilité,可能性,3
1799,changement,改变,3
1800,épais,厚的,3
1801,harceler,骚扰,3
1802,excitation,励磁,3
1803,drame,戏剧,3
1804,gentiment,亲切地,3
1805,bleu,蓝色,3
1806,peser,权衡,3
1807,acculer,角落,3
1808,étalage,展示,3
1809,nouvelle,新的,3
1810,usage,用法,3
1811,censé,应该,3
1812,foutu,该死,3
1813,apprentissage,学习,3
1814,paquet,盒,3
1815,exceptionnel,异常的,3
1816,entreprise,商业,3
1817,renâcler,雷纳克莱尔,3
1818,queue,队列,3
1819,avenir,未来,3
1820,affirmer,确认,3
1821,guérir,愈合,3
1822,inverse,逆,3
1823,dent,凹痕,3
1824,évoquer,记起,3
1825,bouchée,咬,3
1826,dégoûtant,恶心的,3
1827,culpabilité,有罪,3
1828,annonce,公告,3
1829,maître,大师,3
1830,accrocher,悬挂,3
1831,cadet,学员,3
1832,trésor,宝藏,3
1833,hygiénique,卫生的,3
1834,fièvre,发烧,3
1835,poisson,泊松,3
1836,laisse,独自留下,3
1837,soupçonner,怀疑,3
1838,obscurité,黑暗,3
1839,retenue,拘留,3
1840,au-delà,超过,3
1841,œuf,蛋,3
1842,bacon,熏肉,3
1843,intuition,直觉,3
1844,gérant,经理,3
1845,bentō,便当,3
1846,lame,瘸,3
1847,malheureux,不幸的,3
1848,stupide,愚蠢的,3
1849,commander,指挥官,3
1850,caractère,特点,3
1851,situer,定位,3
1852,u,你,3
1853,Kōji,浩二,3
1854,complexe,复杂的,3
1855,vexer,烦恼,3
1856,classement,排行,3
1857,tien,田,3
1858,assistant,助手,3
1859,ennemi,敌人,3
1860,nationale,国家的,3
1861,chialer,抱怨,3
1862,pari,帕里,3
1863,complet,完全地,3
1864,déchiqueter,撕碎,3
1865,complicité,同谋,3
1866,blairer,喧闹,3
1867,essai,散文,3
1868,bordel,妓院,3
1869,plaquer,处理,3
1870,rigoler,笑,3
1871,sensation,感觉,3
1872,enfoncer,压入,3
1873,objectif,客观的,3
1874,tranquillement,平静地,3
1875,paix,和平,3
1876,masse,马塞,3
1877,meuble,家具,3
1878,tondeuse,割草机,3
1879,crasse,污垢,3
1880,bouteille,瓶子,3
1881,déranger,打扰,3
1882,testament,遗嘱,3
1883,unique,独特的,3
1884,"
	
	
	
",,3
1885,passage,通道,3
1886,éthique,伦理,3
1887,environnement,环境,3
1888,difficulté,困难,3
1889,noce,核桃,3
1890,creuser,挖,3
1891,tendrement,温柔地,3
1892,commerçant,商人,3
1893,influence,影响,3
1894,pile,桩,3
1895,aiguille,针,3
1896,énerver,惹恼,3
1897,intéressant,有趣的,3
1898,chimique,化学,3
1899,désirer,渴望,3
1900,mother,母亲,3
1901,complex,复杂的,3
1902,k.,k.,3
1903,entrave,障碍,3
1904,Yasaka,八坂,3
1905,i,我,2
1906,ministère,部,2
1907,laitier,送牛奶的人,2
1908,millilitre,毫升,2
1909,taille,尺寸,2
1910,osseux,骨瘦如柴,2
1911,pilote,飞行员,2
1912,double,双倍的,2
1913,vérification,确认,2
1914,adolescent,青少年,2
1915,os,操作系统,2
1916,utile,有用,2
1917,contribuer,贡献,2
1918,électronique,电子的,2
1919,quatre-vingt-dix,九十,2
1920,circuler,流通,2
1921,affecter,影响,2
1922,physiquement,身体上的,2
1923,psychologiquement,心理上,2
1924,qualifier,预选赛,2
1925,rébellion,叛乱,2
1926,générique,通用的,2
1927,puberté,青春期,2
1928,influencer,影响者,2
1929,dommage,耻辱,2
1930,accorder,同意,2
1931,faveur,青睐,2
1932,dispense,分配,2
1933,vocation,职业,2
1934,Ogawa,小川,2
1935,drôle,有趣的,2
1936,débuter,开始,2
1937,m,米,2
1938,congé,离开,2
1939,maternité,产妇,2
1940,exercer,锻炼,2
1941,voyou,暴徒,2
1942,voyager,航海家,2
1943,côtoyer,擦肩,2
1944,affronter,面对,2
1945,civil,民事,2
1946,Japon,日本,2
1947,sortie,出击,2
1948,effectuer,履行,2
1949,ronde,回旋曲,2
1950,surnommer,昵称,2
1951,Voyou,暴徒,2
1952,émission,排放,2
1953,abattre,跌倒了,2
1954,passionner,着迷,2
1955,enthousiaste,热情的,2
1956,enchaîner,链,2
1957,volée,被盗,2
1958,poncif,陈词滥调,2
1959,tort,侵权行为,2
1960,nécessiter,要求,2
1961,sermon,讲道,2
1962,jeunesse,青年,2
1963,suspect,怀疑,2
1964,voire,甚至,2
1965,style,风格,2
1966,méfier,谨防,2
1967,profil,轮廓,2
1968,identité,确认,2
1969,abuser,施虐者,2
1970,cheval,骑士,2
1971,écraser,压碎,2
1972,ring,戒指,2
1973,catch,抓住,2
1974,extrême,极端,2
1975,sexe,性别,2
1976,opposer,反对,2
1977,composer,作曲家,2
1978,disposition,性格,2
1979,inversement,反过来,2
1980,Hasegawa,长谷川,2
1981,vingt-quatre,24,2
1982,fiancé,未婚夫,2
1983,bilan,和,2
1984,partenaire,伙伴,2
1985,destin,命运,2
1986,remarque,评论,2
1987,approche,方法,2
1988,domestique,国内的,2
1989,mener,意思是,2
1990,séronégatif,艾滋病毒阴性,2
1991,contrôler,控制,2
1992,négatif,消极的,2
1993,constituer,构成,2
1994,obstacle,障碍,2
1995,naître,出生,2
1996,qualité,质量,2
1997,cantine,地窖,2
1998,discuter,讨论,2
1999,maint,维护,2
2000,reprise,重演,2
2001,senior,高级的,2
2002,hospitaliser,住院,2
2003,répugner,反感,2
2004,dépêcher,匆忙,2
2005,prolonger,延长,2
2006,Naitō,内藤,2
2007,Matsukawa,松川,2
2008,mouchoir,手帕,2
2009,week,星期,2
2010,end,结尾,2
2011,précéder,领先于,2
2012,spécial,特别的,2
2013,convenir,套装,2
2014,rose,玫瑰,2
2015,protester,抗议者,2
2016,exposer,暴露,2
2017,yen,日元,2
2018,caprice,任性,2
2019,calmer,更平静,2
2020,participe,参加,2
2021,accès,使用权,2
2022,cadenas,链条,2
2023,portillon,门,2
2024,réserve,预订,2
2025,séisme,地震,2
2026,flotter,漂浮,2
2027,glacé,冰,2
2028,artificiel,人造的,2
2029,décès,死亡,2
2030,accidentel,偶然,2
2031,gronder,骂,2
2032,parental,父母的,2
2033,futon,蒲团,2
2034,détacher,分离,2
2035,dissiper,打消,2
2036,télévision,电视,2
2037,phénomène,现象,2
2038,autorisation,授权,2
2039,pousse,生长,2
2040,inciter,煽动,2
2041,cousin,表哥,2
2042,âgé,年龄,2
2043,immature,不成熟的,2
2044,tribunal,法庭,2
2045,institut,研究所,2
2046,pureté,纯度,2
2047,14,14,2
2048,k,k,2
2049,signer,签字人,2
2050,opinion,观点,2
2051,pénal,刑事,2
2052,13,13,2
2053,août,八月,2
2054,t.,t。,2
2055,frais,成本,2
2056,symptôme,症状,2
2057,curry,咖喱,2
2058,post,邮政,2
2059,Luna,露娜,2
2060,romain,罗曼,2
2061,équivalent,相等的,2
2062,déficience,不足,2
2063,déesse,女神,2
2064,monstre,怪物,2
2065,réduire,减少,2
2066,couverture,毯子,2
2067,pseudo,伪,2
2068,social,社会的,2
2069,bloguer,博客,2
2070,prouesse,实力,2
2071,kanji,汉子,2
2072,humanité,人性,2
2073,celle-,那-,2
2074,limiter,限制器,2
2075,confondre,来迷惑,2
2076,préserver,保存,2
2077,quasiment,几乎,2
2078,trousseau,嫁妆,2
2079,provenir,源自,2
2080,professionnel,专业的,2
2081,précaution,预防,2
2082,rumeur,谣言,2
2083,favorable,有利,2
2084,journaliste,记者,2
2085,dépression,沮丧,2
2086,renforcer,加强,2
2087,contrôle,控制,2
2088,sein,是,2
2089,armoire,衣橱,2
2090,batte,节拍,2
2091,confisquer,没收,2
2092,définitif,最终的,2
2093,funéraille,葬礼,2
2094,modeste,谦虚的,2
2095,accueillir,欢迎,2
2096,sain,我有,2
2097,trace,痕迹,2
2098,débordant,溢出来,2
2099,tarir,干涸,2
2100,bâton,戳,2
2101,autel,坛,2
2102,joindre,加入,2
2103,prière,祈祷,2
2104,relire,重读,2
2105,tâche,弄脏,2
2106,baguette,法国面包,2
2107,tendresse,压痛,2
2108,entretenir,维持,2
2109,charger,充电器,2
2110,étrangement,奇怪地,2
2111,synthétique,合成的,2
2112,tissu,织物,2
2113,pressentiment,预感,2
2114,arranger,编曲者,2
2115,quelques-uns,一些,2
2116,cloche,钟形钟形,2
2117,préparation,准备,2
2118,soumettre,提交,2
2119,enhardir,恩哈迪尔,2
2120,exploit,开发,2
2121,parcourir,浏览,2
2122,C,C,2
2123,intituler,标题,2
2124,fonte,来源,2
2125,maudire,诅咒,2
2126,indiquer,表明,2
2127,puissant,强大的,2
2128,C.,C。,2
2129,occidental,西方的,2
2130,déclencher,释放,2
2131,ironique,讽刺的,2
2132,dispositif,设备,2
2133,voleur,贼,2
2134,signature,签名,2
2135,porte-,门廊-,2
2136,détaillé,详细的,2
2137,concept,概念,2
2138,sélection,选择,2
2139,régional,区域性的,2
2140,écourter,缩短,2
2141,prototype,原型,2
2142,œuvre,艺术品,2
2143,farce,闹剧,2
2144,extasier,狂喜,2
2145,écrivain,作家,2
2146,essentiel,基本的,2
2147,épingler,别针,2
2148,dangerosité,危险性,2
2149,empreindre,印记,2
2150,habileté,技能,2
2151,télévisé,电视转播的,2
2152,alarme,警报,2
2153,candidat,候选人,2
2154,degré,程度,2
2155,technique,技术,2
2156,déception,失望,2
2157,interviewer,面试官,2
2158,presse,新闻,2
2159,siècle,世纪,2
2160,enfler,胀,2
2161,compagnie,公司,2
2162,aimant,磁铁,2
2163,rendez-vous,预约,2
2164,déplacer,移动,2
2165,raquette,球拍,2
2166,défense,防御,2
2167,Cassy,卡西,2
2168,fragile,脆弱的,2
2169,terrain,地形,2
2170,progrès,进步,2
2171,sèchement,简短地,2
2172,F,F,2
2173,sportif,运动型的,2
2174,installer,安装人员,2
2175,col,坳,2
2176,bulletin,公告,2
2177,portefeuille,钱包,2
2178,étrenne,赐予,2
2179,trompe,特龙佩,2
2180,colle,科尔,2
2181,nettoyage,打扫,2
2182,marge,玛吉,2
2183,procurer,采购,2
2184,impressionner,留下深刻印象,2
2185,assurément,当然,2
2186,costaud,强的,2
2187,prétexter,借口,2
2188,piège,陷阱,2
2189,pénétrer,进入,2
2190,déclic,点击,2
2191,amplement,充分地,2
2192,confession,忏悔,2
2193,parader,游行,2
2194,citoyen,公民,2
2195,infliger,造成,2
2196,digne,值得,2
2197,borne,伯恩,2
2198,insuffisance,不足,2
2199,prison,监狱,2
2200,préméditation,预谋,2
2201,pensée,想法,2
2202,pleinement,完全,2
2203,dignement,有尊严地,2
2204,japonais,日本人,2
2205,sensibilité,灵敏度,2
2206,couleur,颜色,2
2207,insu,无知,2
2208,détourner,转移,2
2209,encouragement,鼓励,2
2210,verdict,判决,2
2211,interclasse,阶级间,2
2212,lauréat,获奖者,2
2213,chronique,慢性的,2
2214,mince,剁碎,2
2215,stagner,凝滞,2
2216,mou,牟,2
2217,régner,统治,2
2218,indifférent,冷漠,2
2219,dégoûter,厌恶,2
2220,lourdingue,重的,2
2221,teru,继续,2
2222,rayer,三振出局,2
2223,bloquer,阻止,2
2224,laïus,熨平板,2
2225,jaune,黄,2
2226,ONE,一,2
2227,FOR,为了,2
2228,ALL,全部,2
2229,individuellement,单独地,2
2230,concentration,专注,2
2231,progression,进展,2
2232,religion,宗教,2
2233,brebis,布雷比斯,2
2234,montagne,蒙塔涅,2
2235,quatre-vingt-dix-neuf,九十九,2
2236,discussion,讨论,2
2237,sécher,一定,2
2238,disperser,分散,2
2239,enregistrer,节省,2
2240,expéditeur,发件人,2
2241,ambiance,气氛,2
2242,Hé,嘿,2
2243,redevenir,再次成为,2
2244,hot,热的,2
2245,cake,蛋糕,2
2246,calligraphie,书法,2
2247,carte,点菜,2
2248,plafond,天花板,2
2249,cheviller,谢维莱尔,2
2250,gant,甘特,2
2251,gré,愿意的,2
2252,médisance,诽谤,2
2253,échelon,步,2
2254,rapidement,迅速地,2
2255,protestation,反对,2
2256,vider,空的,2
2257,trait,特征,2
2258,balai,大厅,2
2259,pantalon,裤子,2
2260,dégoûté,厌恶,2
2261,don,大学教师,2
2262,évaluer,评估,2
2263,comité,委员会,2
2264,applaudissement,掌声,2
2265,remerciement,谢谢,2
2266,one,一,2
2267,égalité,平等,2
2268,tournoi,比赛,2
2269,frustrer,阻挠,2
2270,frustration,挫折,2
2271,interstice,差距,2
2272,méticuleusement,精心,2
2273,décisif,决定性,2
2274,contrer,反击,2
2275,cartonner,纸板,2
2276,encaisser,现金,2
2277,pourrir,腐烂,2
2278,sagesse,智慧,2
2279,amitié,友谊,2
2280,illuminer,照亮,2
2281,piger,女孩们,2
2282,vicieux,恶毒,2
2283,avocat,律师,2
2284,aligner,对准器,2
2285,pierre,皮埃尔,2
2286,légèrement,轻微地,2
2287,foncer,变暗,2
2288,troupeau,一群,2
2289,salaud,混蛋,2
2290,espèce,物种,2
2291,chasse,打猎,2
